,GWP100,LT,RE,lip,sol,,
3014,2.6844623],1.1860031],-0.68688166],0.2093481],-4.7578125],,
11783,2.684471],1.3580489],-0.6304668],0.05609132],-5.1702466],,
4016,2.684539],1.2403913],-0.59440327],0.0523534],-4.884375],,
4634,2.6845453],1.289657],-0.6775064],0.24379994],-4.9128623],,
4142,2.684644],1.3066002],-0.67601824],0.11369349],-4.650698],,
1799,2.6846454],1.2077867],-0.6729206],0.2058623],-4.6689506],,
7064,2.6846473],1.1459898],-0.70255643],0.2448615],-5.0344057],,
9797,2.6847572],1.4818708],-0.65628517],0.0492688],-4.7360473],,
3182,2.684834],1.399233],-0.6377721],0.04346563],-4.456213],,
3842,2.6850266],1.2574052],-0.6871471],0.11627676],-4.8811145],,
1655,2.6850493],1.3325841],-0.6802429],0.16419722],-4.6632032],,
4367,2.6851733],1.297939],-0.60514665],0.10597731],-4.8265195],,
878,2.6852813],1.2667334],-0.54594827],0.10469313],-4.298406],,
9866,2.685294],1.3583755],-0.5772865],0.05486746],-5.1644783],,
3689,2.685386],1.188473],-0.70015657],0.20590283],-4.8669753],,
12113,2.6853995],1.1986806],-0.65129983],0.18080069],-5.207641],,
12248,2.6854765],1.196622],-0.69491845],0.18084718],-5.1500793],,
236,2.6854925],1.2347978],-0.5911813],0.09570898],-3.8232012],,
2759,2.6855106],1.1960334],-0.6549041],0.11566354],-4.6424136],,
11912,2.685531],1.2630342],-0.64166516],0.12003638],-4.9027677],,
4118,2.6855624],1.3504333],-0.5989008],0.11145563],-4.6251807],,
7118,2.685569],1.1667536],-0.7070664],0.24488522],-5.136104],,
9791,2.6856258],1.295489],-0.6859368],0.19886817],-5.1476746],,
12545,2.6856346],1.2466012],-0.6971196],0.18338944],-5.1631613],,
7061,2.68564],1.3563656],-0.6747962],0.11783321],-4.7404666],,
6296,2.68567],1.360627],-0.6084856],0.11806925],-4.9658327],,
1190,2.685674],1.2079846],-0.6221543],0.11753549],-4.258109],,
6587,2.6856987],1.0353676],-0.70834637],0.25416672],-4.9684224],,
9377,2.6857784],1.3793308],-0.6875627],0.18994708],-5.1428356],,
3851,2.6858501],1.2127041],-0.6956273],0.16065462],-4.878775],,
296,2.6858623],0.8618036],-0.6785674],0.09404738],-4.1078267],,
10472,2.6860237],1.468681],-0.6335962],0.04862936],-4.744573],,
9743,2.6860309],1.477096],-0.6413737],0.0494258],-4.7594266],,
6029,2.6860578],1.3666443],-0.6841639],0.1895295],-4.9497895],,
2108,2.6860788],1.3401264],-0.6270659],0.11268891],-4.434546],,
11627,2.6861389],1.2712181],-0.70029104],0.24289937],-5.173702],,
5687,2.6861978],1.2517514],-0.67115295],0.2399558],-4.957764],,
9518,2.6862693],1.479657],-0.61914515],0.05005367],-4.873978],,
398,2.6862924],1.1792434],-0.5663893],0.08915497],-4.0278134],,
182,2.686355],1.2437211],-0.60931313],0.12063958],-3.7842734],,
12497,2.6863618],1.4960142],-0.65290415],0.1109506],-4.7529697],,
12812,2.6864026],1.4572766],-0.6601906],0.11637552],-4.7403355],,
3257,2.686424],1.1802663],-0.6818533],0.14567257],-4.840204],,
10241,2.6864727],1.3266393],-0.70758766],0.19031067],-5.080193],,
1547,2.6865137],1.2365168],-0.6935271],0.16418995],-4.630588],,
8771,2.6866338],1.5471743],-0.65154],0.04843892],-4.701958],,
2960,2.6866744],1.2433985],-0.6916417],0.20923461],-4.7827077],,
6629,2.686714],1.3941422],-0.6810938],0.11755557],-4.778317],,
5414,2.6867993],1.5356786],-0.63179946],0.04929461],-4.7964168],,
722,2.686849],1.3190471],-0.61660856],0.10038693],-4.2364655],,
12437,2.6868646],1.2516876],-0.7083949],0.2450505],-5.084709],,
7394,2.686907],1.4544563],-0.6081383],0.11808778],-4.8012576],,
10283,2.6869903],1.5505105],-0.6521393],0.04889287],-4.6606174],,
11120,2.686998],1.5032812],-0.65802264],0.10111012],-4.7343073],,
12524,2.6870563],1.5399953],-0.6571499],0.11108173],-4.709224],,
6146,2.6871803],1.3258673],-0.6713748],0.24402578],-4.9426765],,
11195,2.6871932],1.2606869],-0.69459563],0.24471857],-5.0048585],,
923,2.6872804],1.1130601],-0.5946336],0.10605927],-4.466269],,
6794,2.6873138],1.1622523],-0.71458834],0.24475755],-5.168055],,
1844,2.6873353],1.2649142],-0.66584074],0.161554],-4.726005],,
704,2.68736],1.2557977],-0.629182],0.11653329],-4.1390796],,
5936,2.6873612],1.5415524],-0.63431156],0.04797025],-4.746898],,
6278,2.6874218],1.5152804],-0.5999733],0.04882927],-4.872943],,
5099,2.6874251],1.5465214],-0.6506207],0.0484121],-4.67037],,
6578,2.6874633],1.168321],-0.7087308],0.24441285],-4.9474807],,
4349,2.687471],1.240696],-0.6369432],0.10968097],-4.6571116],,
2807,2.6876013],1.0360355],-0.6736941],0.15495719],-4.802411],,
8456,2.687704],1.2631668],-0.5991075],0.1213121],-5.1059856],,
1829,2.6878388],1.3268023],-0.61308396],0.10640849],-4.73196],,
3173,2.6880062],1.3999346],-0.64749646],0.04451729],-4.451413],,
12416,2.6881504],1.4626094],-0.66848004],0.11080731],-4.7106166],,
10337,2.6881545],1.5813807],-0.6395172],0.04886825],-4.7026677],,
11762,2.6882148],1.1891556],-0.6983135],0.18107219],-5.0774045],,
10412,2.6882179],1.3045646],-0.68775207],0.24489035],-5.130341],,
8114,2.6882575],1.4136863],-0.6762211],0.11891897],-4.7735972],,
7880,2.688346],1.4141392],-0.60484123],0.11809315],-4.8556705],,
5144,2.688389],1.4685712],-0.6157515],0.0492105],-4.8420205],,
7532,2.6884024],1.0939772],-0.6464567],0.25467855],-4.9574666],,
5066,2.6884127],1.3574119],-0.6897866],0.2438385],-4.9343333],,
1439,2.6885357],1.1278952],-0.6409552],0.0807565],-4.585464],,
11078,2.688553],1.3181576],-0.7065307],0.18511112],-5.1533256],,
605,2.6886618],1.2597975],-0.6130624],0.10264672],-4.387995],,
11834,2.6887019],1.2570568],-0.71954906],0.16587003],-5.0403],,
12671,2.688716],1.2739167],-0.680891],0.12540378],-5.165973],,
5909,2.6887343],1.5659331],-0.64357984],0.04806377],-4.6645675],,
7925,2.6888428],1.4082917],-0.5476073],0.11954327],-4.9401245],,
7115,2.6888669],1.3817636],-0.6727871],0.11784102],-4.8119],,
4463,2.68887],1.3964642],-0.7027159],0.18940134],-4.917409],,
9596,2.6888995],1.4037272],-0.6225773],0.054805],-5.171677],,
389,2.6889186],1.1599518],-0.5885561],0.05887456],-4.1127586],,
2033,2.688935],1.2757071],-0.67866695],0.16445924],-4.6593456],,
1358,2.6890144],1.1075233],-0.64030385],0.08105011],-4.5932164],,
8252,2.6890535],1.2519013],-0.70751184],0.24523945],-5.164658],,
2840,2.6891162],1.1995322],-0.6804267],0.11464597],-4.6216493],,
10628,2.6891272],1.2891448],-0.67027545],0.24266459],-5.1056685],,
5963,2.6893694],1.5967144],-0.6394132],0.04810293],-4.6927915],,
3176,2.689397],1.195911],-0.6867168],0.21012457],-4.7412357],,
8087,2.6894],1.4695482],-0.68687487],0.11785395],-4.7889414],,
9035,2.6894224],1.2741469],-0.69072294],0.24460424],-5.101007],,
659,2.6894712],1.286878],-0.62778735],0.10440136],-4.242332],,
3647,2.689565],1.2868444],-0.65878856],0.10275002],-4.4250474],,
3734,2.6896389],1.210991],-0.7068516],0.10062779],-4.802566],,
3335,2.689644],1.4260011],-0.64897877],0.0446244],-4.4572525],,
542,2.6897092],1.2564445],-0.6410055],0.11637242],-4.111355],,
2927,2.6897187],1.3845708],-0.6678351],0.11328383],-4.5406713],,
8537,2.6897688],1.3010257],-0.6646954],0.12091942],-5.0003724],,
2591,2.6898348],1.0411427],-0.6420541],0.21608569],-4.717859],,
3338,2.6899323],1.2161939],-0.6819854],0.20023729],-4.814793],,
11297,2.690118],1.4001108],-0.6379268],0.05398358],-5.188312],,
3566,2.6901805],1.2942013],-0.6379096],0.11361159],-4.482878],,
7643,2.6902583],1.2410524],-0.5790067],0.11299975],-5.042651],,
3080,2.690264],1.3144242],-0.63899195],0.1130742],-4.444205],,
11606,2.6902885],1.4851485],-0.6498071],0.10111649],-4.791777],,
10889,2.6902964],1.2954937],-0.63630974],0.19025816],-5.195688],,
833,2.6903107],1.2524651],-0.5954617],0.10322364],-4.255841],,
728,2.6903217],0.87849396],-0.70374334],0.1831211],-4.342406],,
5327,2.6903367],1.304977],-0.68234086],0.1900797],-4.95813],,
9701,2.690337],1.3071326],-0.6884322],0.14961977],-5.153156],,
12779,2.690363],1.274192],-0.64355063],0.12508585],-5.2030296],,
6038,2.6904032],1.3242865],-0.6859102],0.244069],-4.9350324],,
8735,2.6904192],1.4311464],-0.62598705],0.11900921],-4.944739],,
2327,2.6904867],1.1585336],-0.63334423],0.11404015],-4.802651],,
7277,2.6905818],1.3792899],-0.66238725],0.1177242],-4.951426],,
6119,2.690602],1.3131472],-0.67384887],0.24403216],-4.9672847],,
3863,2.6906424],1.2830945],-0.6553149],0.10288222],-4.5829873],,
10310,2.6906576],1.5277494],-0.6342808],0.04876931],-4.746944],,
992,2.6906946],1.3006897],-0.63961756],0.13219483],-4.229526],,
4559,2.6907609],1.569418],-0.6435968],0.04791178],-4.7238436],,
863,2.69077],0.95903987],-0.6119037],0.12311484],-4.468284],,
9872,2.6908643],1.2325741],-0.6397026],0.17957963],-5.1982784],,
10625,2.6910164],1.4894663],-0.643337],0.04958798],-4.7456136],,
3113,2.691037],1.2870866],-0.68427074],0.16481073],-4.8551393],,
1037,2.6911201],1.3182586],-0.63120425],0.10492505],-4.4138455],,
8933,2.6913738],1.5609618],-0.6469853],0.04845686],-4.714983],,
9635,2.6913922],1.5452639],-0.65810895],0.04938574],-4.66305],,
4796,2.6914203],1.3143898],-0.67635417],0.24379005],-4.912208],,
1664,2.6914427],1.2905132],-0.68953836],0.20852609],-4.6475577],,
4166,2.691452],1.2162019],-0.68276715],0.10649462],-4.863546],,
1208,2.691518],1.270732],-0.58409977],0.09993155],-4.441439],,
7676,2.6915433],1.2536705],-0.5880656],0.12754227],-5.21831],,
10358,2.6916273],1.2924857],-0.6853814],0.24491133],-5.151589],,
5708,2.6916385],1.4006523],-0.61736226],0.115182],-5.033268],,
8168,2.6916502],1.427261],-0.65324074],0.1187432],-4.879247],,
5045,2.6916833],1.5255905],-0.6369389],0.04782064],-4.7592764],,
8891,2.6917372],1.374565],-0.6953863],0.19004174],-5.086507],,
9089,2.6917403],1.2881619],-0.68658686],0.24462672],-5.054534],,
5477,2.691749],1.5235261],-0.629792],0.04846974],-4.7870045],,
10511,2.6918786],1.3155802],-0.67815864],0.13804157],-5.141216],,
1718,2.6919558],1.1947258],-0.6783658],0.2091849],-4.6442246],,
11276,2.6919627],1.2695239],-0.69548714],0.17900921],-5.0969653],,
1145,2.6919959],1.2596437],-0.62925893],0.10531171],-4.391608],,
3389,2.692005],1.3953232],-0.58581567],0.04452552],-4.6300135],,
10061,2.6920288],1.2376965],-0.68134546],0.17959179],-5.137427],,
8576,2.6920826],1.2591661],-0.7067546],0.24528052],-5.136164],,
10877,2.6921792],1.4815236],-0.62529933],0.04884876],-4.815077],,
3881,2.692191],1.3581704],-0.6559038],0.10429604],-4.7666955],,
9788,2.6922517],1.5225823],-0.64111024],0.05037035],-4.839535],,
4706,2.6922529],1.3465507],-0.6947169],0.18928547],-4.9153404],,
4313,2.692269],1.3348594],-0.66053915],0.10911544],-4.692535],,
1715,2.6922724],1.3986075],-0.642957],0.04354425],-4.44894],,
521,2.6923416],1.1697654],-0.6743772],0.14204665],-4.341909],,
11222,2.6923425],1.2437378],-0.6969731],0.17901023],-5.1366653],,
5867,2.6923583],1.343023],-0.70013684],0.18952842],-4.9396234],,
10196,2.6924365],1.2503403],-0.64132994],0.18057556],-5.18547],,
2471,2.6924615],1.3689274],-0.57851493],0.11315121],-4.64466],,
3710,2.6924698],1.3511869],-0.6665974],0.11312164],-4.736708],,
8522,2.692578],1.2349458],-0.7070627],0.24508943],-5.0339737],,
12755,2.6925948],1.3408252],-0.59132624],0.05467661],-5.199859],,
8249,2.6926708],1.4694841],-0.6710619],0.11812641],-4.8733954],,
4847,2.6927114],1.4887842],-0.63117355],0.04857458],-4.8117695],,
3827,2.692797],1.3444204],-0.65881175],0.10241409],-4.6289973],,
5531,2.6928785],1.4800371],-0.625868],0.04838802],-4.7966695],,
6791,2.692939],1.3676254],-0.67458296],0.11767049],-4.8858876],,
6422,2.6929529],1.5166788],-0.62530637],0.0479355],-4.7795615],,
11942,2.6930268],1.2715172],-0.6806606],0.12680437],-5.1723657],,
6461,2.6930299],1.3711029],-0.6722374],0.1894749],-5.0066924],,
3983,2.693164],1.354803],-0.65522903],0.11162497],-4.498004],,
8681,2.6933792],1.4523479],-0.68403035],0.11854477],-4.7507896],,
1304,2.6934354],1.1063125],-0.68426526],0.08249582],-4.522368],,
6836,2.6934965],1.2253625],-0.6404711],0.12053759],-5.0291305],,
7223,2.6935418],1.3786587],-0.6716784],0.11784263],-4.7521777],,
10250,2.6936686],1.2844931],-0.6960495],0.24485119],-5.064821],,
7457,2.6937442],1.2598063],-0.63081944],0.12089069],-4.8930445],,
5261,2.6937895],1.5399731],-0.64772445],0.04840232],-4.677722],,
3344,2.6938136],1.3812456],-0.63209975],0.04358084],-4.5293264],,
7592,2.693934],1.2943639],-0.58904636],0.12122621],-5.0021777],,
3629,2.6940553],1.3344203],-0.59372365],0.11392243],-4.8354964],,
4316,2.6941545],1.3714757],-0.64275384],0.10634018],-4.5184817],,
1091,2.6943023],1.2138005],-0.5810058],0.04316987],-4.563991],,
4355,2.6943157],1.1937593],-0.6523563],0.10113581],-4.9143553],,
8321,2.6944177],1.29906],-0.6484982],0.12121983],-4.9969697],,
9431,2.6944358],1.355035],-0.6884322],0.18985225],-5.1542583],,
3302,2.694464],1.2219603],-0.6324903],0.10136612],-4.8956056],,
4187,2.6944957],1.25398],-0.6588079],0.10788037],-4.555421],,
11696,2.694579],1.2836509],-0.6333084],0.11916573],-4.9724364],,
1412,2.6946461],1.0949177],-0.6364223],0.08115937],-4.612324],,
6089,2.6946604],1.5182108],-0.63364947],0.04879995],-4.7271953],,
12578,2.6947045],1.4973432],-0.657295],0.11094464],-4.728411],,
1199,2.694804],1.2605885],-0.5854671],0.10205849],-4.494205],,
12881,2.6948454],1.3685936],-0.6630244],0.11568625],-4.788076],,
3404,2.694864],1.3215991],-0.6402796],0.11353089],-4.369048],,
8684,2.6950417],1.2360486],-0.7025901],0.24555416],-5.1320505],,
8303,2.695086],1.4431449],-0.6414768],0.11982878],-4.926292],,
3005,2.695113],1.2413664],-0.6997651],0.16495539],-4.7641044],,
10898,2.695138],1.2658821],-0.6432688],0.24479742],-5.1801953],,
4205,2.6951706],1.3566719],-0.657858],0.10755642],-4.685757],,
6674,2.6951969],1.2015146],-0.6478225],0.11958452],-5.1044126],,
8195,2.6952012],1.4475254],-0.68378294],0.11821933],-4.7374625],,
12092,2.6952035],1.3982717],-0.6452573],0.11697723],-4.8340745],,
23,2.695216],0.77563965],-0.57685673],0.04872723],-3.198894],,
3143,2.695244],1.3894819],-0.6418482],0.1134146],-4.7978344],,
11867,2.6952765],1.4439076],-0.61789083],0.11676814],-4.9122148],,
2312,2.695309],1.0862848],-0.6967019],0.14574803],-4.9021163],,
5984,2.6953714],1.3177661],-0.6838914],0.24399234],-4.9417357],,
4472,2.695377],1.3412796],-0.6838417],0.24391569],-4.923431],,
11807,2.6954257],1.2746028],-0.68736684],0.12650104],-5.1615033],,
6164,2.6954958],1.358044],-0.6806223],0.18958642],-4.95178],,
509,2.6955578],1.3436915],-0.628266],0.03464009],-4.110794],,
5306,2.6956887],1.4709772],-0.6105399],0.04920532],-4.8565974],,
12191,2.695705],1.4565599],-0.6282677],0.11764975],-4.9006906],,
3122,2.69573],1.2461386],-0.6934682],0.20913936],-4.849956],,
9008,2.6957493],1.2894949],-0.68179524],0.24468805],-4.9685583],,
4073,2.695753],1.3316584],-0.646175],0.11023016],-4.526397],,
7226,2.6957598],1.1728686],-0.7023884],0.24485065],-5.1344695],,
8645,2.69583],1.2683833],-0.6068883],0.12031622],-5.099219],,
8423,2.6958382],1.1136416],-0.7045312],0.25144273],-5.014311],,
9689,2.6959267],1.5509882],-0.65263367],0.04937823],-4.7146506],,
692,2.695928],1.1352254],-0.674475],0.17657794],-4.380588],,
2633,2.6960237],1.3494216],-0.53339136],0.11313762],-4.710572],,
11408,2.6960618],1.4799982],-0.6469165],0.11098833],-4.900522],,
530,2.6960747],1.1321346],-0.68548095],0.17627306],-4.3248906],,
6194,2.6960955],1.4374098],-0.61634827],0.11922695],-5.0242257],,
5201,2.696118],1.236374],-0.67690873],0.2400545],-4.938423],,
5783,2.6961186],1.3275837],-0.60956675],0.1178797],-4.973752],,
10157,2.6961796],1.3016742],-0.56927156],0.11860724],-5.105108],,
4094,2.6962006],1.1277993],-0.65220153],0.14683963],-4.91674],,
8477,2.6962085],1.0883235],-0.6791105],0.190021],-5.0978794],,
1250,2.6962306],1.1530465],-0.6831542],0.08046605],-4.5404477],,
6737,2.6963072],1.356444],-0.6768758],0.11775924],-4.738125],,
8033,2.6963224],1.4628813],-0.6892944],0.11745168],-4.7235913],,
9419,2.6963904],1.5215153],-0.63965416],0.04835202],-4.7630906],,
3365,2.6964965],1.165775],-0.6368923],0.14563043],-4.8964906],,
143,2.6965241],0.9024292],-0.6432487],0.03705306],-3.8743093],,
9110,2.6965363],1.4269184],-0.6329762],0.11966057],-5.1784296],,
5351,2.6966202],1.3556789],-0.61902946],0.11755438],-4.8763127],,
4196,2.6966298],1.3471134],-0.64946723],0.11262758],-4.747475],,
1622,2.696677],1.3426455],-0.63549626],0.11253656],-4.412603],,
5552,2.6967108],1.2817966],-0.67023265],0.23965313],-5.0164304],,
1562,2.6967945],1.4442667],-0.6323073],0.0420133],-4.4577403],,
3701,2.6970937],1.2484412],-0.65915376],0.10280915],-4.5293813],,
12104,2.697161],1.2297176],-0.6412513],0.1262125],-5.22931],,
6953,2.697179],1.3759311],-0.6354995],0.11846389],-4.9458747],,
2303,2.697214],1.105284],-0.6881422],0.10137089],-4.8925023],,
8573,2.6972253],1.4859103],-0.6815539],0.11818202],-4.80876],,
4496,2.6972346],1.5933751],-0.62716293],0.04878171],-4.8549037],,
1238,2.697292],1.3176363],-0.6503011],0.09526254],-4.14525],,
4688,2.6974049],1.2908574],-0.6838372],0.24376263],-4.920277],,
5567,2.6974852],1.3528138],-0.6100634],0.11853327],-4.97515],,
8261,2.6974862],1.0844978],-0.70621574],0.25462276],-4.9513693],,
7511,2.6975265],1.2892956],-0.60486495],0.12079753],-5.029944],,
9575,2.6975458],1.2345878],-0.68345225],0.1796151],-5.0725117],,
3719,2.6976004],1.3456225],-0.66302925],0.10420568],-4.6619973],,
8411,2.6976428],1.4179834],-0.60333484],0.11954112],-4.9349394],,
12167,2.6976526],1.2479554],-0.6999943],0.2454188],-5.0205655],,
5513,2.6976976],1.340129],-0.61580604],0.11755289],-4.8788295],,
1880,2.697759],1.2223002],-0.6728183],0.20935877],-4.651006],,
11753,2.6979537],1.2457738],-0.70644164],0.12646718],-5.0839753],,
5315,2.6979907],1.5413407],-0.6477746],0.04838504],-4.709956],,
12239,2.6980746],1.251984],-0.70196795],0.12667276],-5.147243],,
6908,2.6982365],1.387533],-0.6558871],0.11773928],-4.8856635],,
2549,2.6983538],1.2425774],-0.536651],0.03340913],-4.9175196],,
10835,2.6983745],1.3140298],-0.6408502],0.18375666],-5.178473],,
11681,2.6985319],1.2261422],-0.70233274],0.24481906],-4.945975],,
9440,2.6985521],1.3181945],-0.69348645],0.2443917],-5.150018],,
11357,2.6985931],1.2887162],-0.69414234],0.23135854],-5.0745444],,
8693,2.6986055],1.0689237],-0.675928],0.18958814],-5.124085],,
683,2.6986604],1.1848582],-0.6650549],0.1423523],-4.395827],,
11249,2.698662],1.2585176],-0.69744635],0.19802518],-5.110519],,
10229,2.6987853],1.5014699],-0.6459532],0.04880299],-4.7051234],,
12005,2.6988187],1.2017939],-0.69160515],0.18082882],-5.15525],,
12734,2.6988437],1.2258406],-0.69204223],0.17998506],-5.146608],,
2168,2.6988645],1.298241],-0.67889106],0.1644273],-4.6998787],,
12344,2.6988814],1.259008],-0.5838666],0.11972369],-5.101524],,
6701,2.698889],1.2102075],-0.6505073],0.11958076],-5.076508],,
4976,2.698915],1.4111863],-0.6790427],0.18929328],-4.949186],,
1736,2.6989176],1.2130649],-0.66811454],0.16173936],-4.681781],,
4085,2.699024],1.1601843],-0.6419232],0.10246201],-4.9445558],,
3287,2.6991007],1.2866213],-0.5795909],0.04777385],-4.8849654],,
8519,2.6991105],1.4405762],-0.6888723],0.11807962],-4.737532],,
9221,2.6991265],1.5043398],-0.6353961],0.04921217],-4.8712745],,
8627,2.6991346],1.4277011],-0.5926621],0.11878021],-5.008073],,
1523,2.6991498],1.4437186],-0.6481215],0.11299016],-4.551142],,
5822,2.6991942],1.2802563],-0.67661023],0.24123283],-5.004763],,
1115,2.6993232],1.1438047],-0.62478673],0.08111937],-4.5633483],,
9170,2.6995049],1.3084971],-0.68242997],0.24467672],-5.029402],,
7169,2.6995342],1.379167],-0.624216],0.11762853],-5.0166326],,
11423,2.6995356],1.3761863],-0.65653336],0.10918356],-4.748266],,
3599,2.6995478],1.2228676],-0.6348342],0.16052087],-4.90272],,
7622,2.6996038],1.2582659],-0.63909185],0.12690444],-5.160476],,
869,2.6996129],1.1151613],-0.5429862],0.10788466],-4.457923],,
5876,2.69967],1.3001484],-0.6890931],0.24406894],-4.9248075],,
12128,2.6998155],1.2608392],-0.5860764],0.12019296],-5.0985227],,
1259,2.699937],1.1052897],-0.69535804],0.11474152],-4.541759],,
7901,2.6999862],1.2085766],-0.59818363],0.18156613],-5.230979],,
3959,2.7000072],1.1597577],-0.69521177],0.1604643],-4.849217],,
4985,2.7000768],1.3734362],-0.6874419],0.24383236],-4.934011],,
12995,2.7001278],1.2619251],-0.6391723],0.12473978],-5.245981],,
6998,2.7001555],1.2268461],-0.63249516],0.12030907],-5.1119456],,
9725,2.7001765],1.322174],-0.6287762],0.11846848],-4.902699],,
5855,2.7001894],1.5126334],-0.6404808],0.04805245],-4.716945],,
8141,2.7001984],1.4462395],-0.64039457],0.11861952],-4.9549856],,
